school1_alt,school2_alt,school3_alt,lastname,firstname,suffix,name,year1,school2,year2,school3,year3,school4,year4,school5,year5,circuit
"Yale College, A.B.",,,Colt, LeBaron Bradford,,"Colt, LeBaron Bradford",1868,"Columbia Law School, LL.B.",1870,,,,,,,First
"Bowdoin College, A.B.",,,Putnam, William LeBaron,,"Putnam, William LeBaron",1855,Read law,1858,,,,,,,First
"Harvard University, A.B.",,,Lowell, Francis Cabot,,"Lowell, Francis Cabot",1876,"Harvard Law School, LL.B.",1879,,,,,,,First
"Harvard Law School, LL.B.",,,Schofield, William,,"Schofield, William",1883,"Harvard Law School, LL.B.",,,,,,,,First
"Harvard College, B.A.",,,Dodge, Frederic,,"Dodge, Frederic",1867,"Harvard Law School, LL.B.",1869,,,,,,,First
"Dartmouth College, A.B.",,,Bingham, George Hutchins,,"Bingham, George Hutchins",1887,"Harvard Law School, LL.B.",1891,,,,,,,First
"Bowdoin College, A.B.",,,Johnson, Charles Fletcher,,"Johnson, Charles Fletcher",1879,Read law,1886,,,,,,,First
"Williams College, A.B.",,,Anderson, George Weston,,"Anderson, George Weston",1886,"Boston University School of Law, LL.B.",1890,,,,,,,First
University of Pennsylvania,"Bates College, A.B.",,Wilson, Scott,,"Wilson, Scott",1892,Read law,1895,,,,,,,First
"Harvard College, A.B.",,,Morton, James Madison, Jr.,"Morton, James Madison, Jr.",1891,"Harvard College, A.M.",1894,"Harvard Law School, LL.B.",1894,,,,,First
"St. John's College, Annapolis, Maryland, A.B.",,,Magruder, Calvert,,"Magruder, Calvert",1913,"Harvard Law School, LL.B.",1916,"St. John's College, Annapolis, Maryland, A.M.",1917,,,,,First
"Brown University, A.B.",,,Mahoney, John Christopher,,"Mahoney, John Christopher",1905,"Harvard Law School, LL.B.",1908,"St. John's College, Annapolis, Maryland, A.M.",,,,,,First
Columbia Law School,"Harvard University, B.S.",,Woodbury, Peter,,"Woodbury, Peter",1924,"Harvard Law School, LL.B.",1927,"St. John's College, Annapolis, Maryland, A.M.",,,,,,First
Harvard University,"Brown University, A.B.",,Hartigan, John Patrick,,"Hartigan, John Patrick",1910,"Columbia University, A.M.",1913,"Columbia Law School, LL.B.",1913,,,,,First
"Harvard University, A.B.",,,Aldrich, Bailey,,"Aldrich, Bailey",1928,"Harvard Law School, LL.B.",1932,"Columbia Law School, LL.B.",,,,,,First
"College of the Holy Cross, A.B.",,,McEntee, Edward Matthew,,"McEntee, Edward Matthew",1928,"Boston University School of Law, LL.B.",1933,"Columbia Law School, LL.B.",,,,,,First
"Bates College, A.B.",,,Coffin, Frank Morey,,"Coffin, Frank Morey",1940,"Harvard Business School, I.A.",1943,"Harvard Law School, LL.B.",1947,,,,,First
"Harvard College, A.B.",,,Campbell, Levin Hicks,,"Campbell, Levin Hicks",1948,"Harvard Law School, LL.B.",1951,"Harvard Law School, LL.B.",,,,,,First
"Columbia University, B.A.",,,Bownes, Hugh Henry,,"Bownes, Hugh Henry",1941,"Columbia Law School, LL.B.",1948,"Harvard Law School, LL.B.",,,,,,First
"Stanford University, A.B.",,,Breyer, Stephen Gerald,,"Breyer, Stephen Gerald",1959,"University of Oxford, B.A.",1961,"Harvard Law School, LL.B.",1964,,,,,First
"University of Pennsylvania, Wharton School, B.S.",,,Torruella, Juan R.,,"Torruella, Juan R.",1954,"Boston University School of Law, J.D.",1957,"University of Virginia School of Law, LL.M.",1984,"University of Puerto Rico School of Public Administration, M.P.A.",1984,,,First
"Harvard University, A.B.",,,Selya, Bruce Marshall,,"Selya, Bruce Marshall",1955,"Harvard Law School, LL.B.",1958,"University of Virginia School of Law, LL.M.",,,,,,First
"College of the Holy Cross, B.S.",,,Cyr, Conrad Keefe,,"Cyr, Conrad Keefe",1953,"Yale Law School, J.D.",1956,"University of Virginia School of Law, LL.M.",,,,,,First
"Harvard College, B.A.",,,Souter, David Hackett,,"Souter, David Hackett",1961,"University of Oxford, Magdalen College, B.A.",1963,"University of Oxford, Magdalen College, M.A.",1963,"Harvard Law School, LL.B.",1966,,,First
"Harvard University, B.A.",,,Boudin, Michael,,"Boudin, Michael",1961,"Harvard Law School, LL.B.",1964,"University of Oxford, Magdalen College, M.A.",,,,,,First
"Tufts College, B.A.",,,Stahl, Norman H.,,"Stahl, Norman H.",1952,"Harvard Law School, LL.B.",1955,"University of Oxford, Magdalen College, M.A.",,,,,,First
"Wellesley College, A.B.",,,Lynch, Sandra Lea,,"Lynch, Sandra Lea",1968,"Boston University School of Law, J.D.",1971,"University of Oxford, Magdalen College, M.A.",,,,,,First
"Haverford College, B.A.",,,Lipez, Kermit Victor,,"Lipez, Kermit Victor",1963,"Yale Law School, LL.B.",1967,"University of Virginia School of Law, LL.M.",1990,,,,,First
"Plymouth State College, B.A.",,,Howard, Jeffrey R.,,"Howard, Jeffrey R.",1978,"Georgetown University Law Center, J.D.",1981,"University of Virginia School of Law, LL.M.",,,,,,First
"Brown University, A.B.",,,Thompson, Ojetta Rogeriee,,"Thompson, Ojetta Rogeriee",1973,"Boston University School of Law, J.D.",1976,"University of Virginia School of Law, LL.M.",,,,,,First
"Amherst College, B.A.",,,Kayatta, William Joseph, Jr.,"Kayatta, William Joseph, Jr.",1976,"Harvard Law School, J.D.",1979,"University of Virginia School of Law, LL.M.",,,,,,First
"Harvard College, B.A.",,,Barron, David Jeremiah,,"Barron, David Jeremiah",1989,"Harvard Law School, J.D.",1994,"University of Virginia School of Law, LL.M.",,,,,,First
"Brandeis University, B.A.",,,Gelpí, Gustavo Antonio, Jr.,"Gelpí, Gustavo Antonio, Jr.",1987,"Suffolk University Law School, J.D.",1991,"University of Virginia School of Law, LL.M.",,,,,,First
Syracuse University,"Hamilton College Law Department, LL.B.",,Wallace, William James,,"Wallace, William James",1857,Read law,1858,"University of Virginia School of Law, LL.M.",,,,,,Second
"Columbia College, A.B.",,,Lacombe, Emile Henry,,"Lacombe, Emile Henry",1863,"Columbia Law School, LL.B.",1865,"University of Virginia School of Law, LL.M.",,,,,,Second
Yale Law School,Yale College,,Shipman, Nathaniel,,"Shipman, Nathaniel",1848,Read law,1850,"University of Virginia School of Law, LL.M.",,,,,,Second
"Yale College, A.B.",,,Townsend, William Kneeland,,"Townsend, William Kneeland",1871,"Yale Law School, LL.B.",1874,"Yale Law School, D.C.L.",1880,,,,,Second
Read law,,,Coxe, Alfred Conkling, Sr.,"Coxe, Alfred Conkling, Sr.",1868,"Yale Law School, LL.B.",,,,,,,,Second
"University of Pennsylvania, B.A.",,,Ward, Henry Galbraith,,"Ward, Henry Galbraith",1870,"University of Pennsylvania, M.A.",1870,Read law,1873,,,,,Second
Cornell University,Read law,,Noyes, Walter Chadwick,,"Noyes, Walter Chadwick",1886,"University of Pennsylvania, M.A.",,,,,,,,Second
"Wesleyan University, B.A.",,,Knapp, Martin Augustine,,"Knapp, Martin Augustine",1868,Read law,1869,,,,,,,Second
"University of Michigan, B.A.",,,Rogers, Henry Wade,,"Rogers, Henry Wade",1874,Read law,1877,"University of Michigan, M.A.",1877,,,,,Second
"Dartmouth College, A.B.",,,Hough, Charles Merrill,,"Hough, Charles Merrill",1879,Read law,1883,"University of Michigan, M.A.",,,,,,Second
"Columbia Law School, LL.B.",,,Manton, Martin Thomas,,"Manton, Martin Thomas",1901,Read law,,,,,,,,Second
"City College of New York, A.B.",,,Mayer, Julius Marshuetz,,"Mayer, Julius Marshuetz",1884,"Columbia Law School, LL.B.",1886,,,,,,,Second
"Harvard College, A.B.",,,Hand, Learned,,"Hand, Learned",1893,"Harvard College, A.M.",1893,"Harvard Law School, LL.B.",1896,,,,,Second
"Yale University, A.B.",,,Swan, Thomas Walter,,"Swan, Thomas Walter",1900,"Harvard Law School, LL.B.",1903,"Harvard Law School, LL.B.",,,,,,Second
"Harvard College, A.B.",,,Hand, Augustus Noble,,"Hand, Augustus Noble",1890,"Harvard Law School, LL.B.",1894,"Harvard Law School, LL.B.",,,,,,Second
"Dartmouth College, A.B.",,,Chase, Harrie Brigham,,"Chase, Harrie Brigham",1909,"Boston University School of Law, LL.B.",1912,"Harvard Law School, LL.B.",,,,,,Second
"Harvard Law School, LL.B.",,,Mack, Julian William,,"Mack, Julian William",1887,"Boston University School of Law, LL.B.",,,,,,,,Second
"Yale College, B.A.",,,Clark, Charles Edward,,"Clark, Charles Edward",1911,"Yale Law School, LL.B.",1913,,,,,,,Second
"Union College, A.B.",,,Patterson, Robert Porter, Sr.,"Patterson, Robert Porter, Sr.",1912,"Harvard Law School, LL.B.",1915,,,,,,,Second
"University of Chicago, Ph.B.",,,Frank, Jerome New,,"Frank, Jerome New",1909,"University of Chicago Law School, J.D.",1912,,,,,,,Second
"Princeton University, A.B.",,,Medina, Harold Raymond,,"Medina, Harold Raymond",1909,"Columbia Law School, LL.B.",1912,,,,,,,Second
"Yale University, A.B.",,,Hincks, Carroll Clark,,"Hincks, Carroll Clark",1911,"Yale Law School, LL.B.",1914,,,,,,,Second
"University of Oxford, Balliol College, Rhodes Scholar","Princeton University, A.B.",,Harlan, John Marshall,,"Harlan, John Marshall",1920,"New York Law School, LL.B.",1924,,,,,,,Second
Fordham University School of Law,"Harvard University, A.B.",,Lumbard, Joseph Edward,,"Lumbard, Joseph Edward",1922,"Harvard Law School, LL.B.",1925,,,,,,,Second
"Dartmouth College, A.B.",,,Waterman, Sterry Robinson,,"Waterman, Sterry Robinson",1922,Read law,1926,,,,,,,Second
"Amherst College, A.B.",,,Moore, Leonard Page,,"Moore, Leonard Page",1919,"Columbia Law School, LL.B.",1922,,,,,,,Second
"Harvard College, A.B.",,,Friendly, Henry Jacob,,"Friendly, Henry Jacob",1923,"Harvard Law School, LL.B.",1927,,,,,,,Second
"Yale College, B.A.",,,Smith, John Joseph,,"Smith, John Joseph",1925,"Yale Law School, LL.B.",1927,,,,,,,Second
"Fordham University School of Law, LL.B.",,,Kaufman, Irving Robert,,"Kaufman, Irving Robert",1931,"Yale Law School, LL.B.",,,,,,,,Second
"Columbia University, A.B.",,,Hays, Paul Raymond,,"Hays, Paul Raymond",1924,"Columbia University, M.A.",1927,"Columbia Law School, LL.B.",1933,,,,,Second
"Lincoln University, Pennsylvania, A.B.",,,Marshall, Thurgood,,"Marshall, Thurgood",1930,"Howard University School of Law, LL.B.",1933,"Columbia Law School, LL.B.",,,,,,Second
"Yale College, B.A.",,,Anderson, Robert Palmer,,"Anderson, Robert Palmer",1927,"Yale Law School, LL.B.",1929,"Columbia Law School, LL.B.",,,,,,Second
"Columbia College, B.A.",,,Feinberg, Wilfred,,"Feinberg, Wilfred",1940,"Columbia Law School, LL.B.",1946,"Columbia Law School, LL.B.",,,,,,Second
"Harvard College, A.B.",,,Mansfield, Walter Roe,,"Mansfield, Walter Roe",1932,"Harvard Law School, LL.B.",1935,"Columbia Law School, LL.B.",,,,,,Second
"Harvard University, A.B.",,,Oakes, James Lowell,,"Oakes, James Lowell",1945,"Harvard Law School, LL.B.",1947,"Columbia Law School, LL.B.",,,,,,Second
"Fordham University, A.B.",,,Mulligan, William Hughes,,"Mulligan, William Hughes",1939,"Fordham University School of Law, J.D.",1942,"Columbia Law School, LL.B.",,,,,,Second
"Dartmouth College, A.B.",,,Timbers, William Homer,,"Timbers, William Homer",1937,"Yale Law School, LL.B.",1940,"Columbia Law School, LL.B.",,,,,,Second
"Columbia College, A.B.",,,Gurfein, Murray Irwin,,"Gurfein, Murray Irwin",1926,"Harvard Law School, LL.B.",1930,"Columbia Law School, LL.B.",,,,,,Second
"University of Rochester, A.B.",,,Van Graafeiland, Ellsworth Alfred,,"Van Graafeiland, Ellsworth Alfred",1937,"Cornell Law School, LL.B.",1940,"Columbia Law School, LL.B.",,,,,,Second
New York University School of Law,"Trinity College, Hartford, Connecticut, B.S.",,Meskill, Thomas Joseph,,"Meskill, Thomas Joseph",1950,"University of Connecticut School of Law, J.D.",1956,"Columbia Law School, LL.B.",,,,,,Second
"Princeton University, A.B.",,,Newman, Jon Ormond,,"Newman, Jon Ormond",1953,"Yale Law School, LL.B.",1956,"Columbia Law School, LL.B.",,,,,,Second
"Wellesley College, B.A.",,,Kearse, Amalya Lyle,,"Kearse, Amalya Lyle",1959,"University of Michigan Law School, J.D.",1962,"Columbia Law School, LL.B.",,,,,,Second
"Harvard University, B.A.",,,Cardamone, Richard J.,,"Cardamone, Richard J.",1948,"Syracuse University College of Law, LL.B.",1952,"Columbia Law School, LL.B.",,,,,,Second
"St. Joseph's College (now St. Joseph's University), B.S.",,,Pierce, Lawrence Warren,,"Pierce, Lawrence Warren",1948,"Fordham University School of Law, LL.B.",1951,"Columbia Law School, LL.B.",,,,,,Second
"Yale University, B.A.",,,Winter, Ralph K., Jr.,"Winter, Ralph K., Jr.",1957,"Yale Law School, LL.B.",1960,"Columbia Law School, LL.B.",,,,,,Second
"Yale University, B.A.",,,Pratt, George Cheney,,"Pratt, George Cheney",1950,"Yale Law School, J.D.",1953,"Columbia Law School, LL.B.",,,,,,Second
"New York Law School, LL.B.",,,Miner, Roger Jeffrey,,"Miner, Roger Jeffrey",1956,"State University of New York at Albany, B.S.",1977,"Columbia Law School, LL.B.",,,,,,Second
St. Francis College,,,Altimari, Frank X.,,"Altimari, Frank X.",1948,"Brooklyn Law School, LL.B.",1951,"Columbia Law School, LL.B.",,,,,,Second
"St. Bonaventure University, B.A.",,,Mahoney, John Daniel,,"Mahoney, John Daniel",1952,"Columbia Law School, LL.B.",1955,"Columbia Law School, LL.B.",,,,,,Second
"Yale University, B.A.",,,Walker, John Mercer, Jr.,"Walker, John Mercer, Jr.",1962,"University of Michigan Law School, J.D.",1966,"Columbia Law School, LL.B.",,,,,,Second
"Fordham College, A.B.",,,McLaughlin, Joseph Michael,,"McLaughlin, Joseph Michael",1954,"Fordham University School of Law, LL.B.",1959,"New York University School of Law, LL.M.",1964,,,,,Second
"Queens College, City University of New York, B.A.",,,Jacobs, Dennis G.,,"Jacobs, Dennis G.",1964,"New York University, M.A.",1965,"New York University School of Law, J.D.",1973,,,,,Second
"Harvard College, A.B.",,,Leval, Pierre Nelson,,"Leval, Pierre Nelson",1959,"Harvard Law School, J.D.",1963,"New York University School of Law, J.D.",,,,,,Second
"Yale University, B.S.",,,Calabresi, Guido,,"Calabresi, Guido",1953,"University of Oxford, Magdalen College, B.A.",1955,"Yale Law School, LL.B.",1958,,,,,Second
"Columbia University, A.B.",,,Cabranes, José Alberto,,"Cabranes, José Alberto",1961,"Yale Law School, J.D.",1965,"University of Cambridge, Queens' College, M.Litt.",1967,,,,,Second
"University of Massachusetts, B.A.",,,Parker, Fred I.,,"Parker, Fred I.",1962,"Georgetown College (now Georgetown University) Law Center, J.D.",1965,"University of Cambridge, Queens' College, M.Litt.",,,,,,Second
"St. Peter's College, B.A.",,,Straub, Chester J.,,"Straub, Chester J.",1958,"University of Virginia School of Law, LL.B.",1961,"University of Cambridge, Queens' College, M.Litt.",,,,,,Second
"Brooklyn College, B.A.",,,Pooler, Rosemary S.,,"Pooler, Rosemary S.",1959,"University of Connecticut, M.A.",1961,"University of Michigan Law School, J.D.",1965,"Harvard University, Program for Senior Managers in Government",1978,"State University of New York at Albany, Certificate in Regulatory Economics",1985,Second
"University of Rochester, B.A.",,,Sack, Robert David,,"Sack, Robert David",1960,"Columbia Law School, LL.B.",1963,"University of Michigan Law School, J.D.",,,,,,Second
"Princeton University, B.A.",,,Sotomayor, Sonia,,"Sotomayor, Sonia",1976,"Yale Law School, J.D.",1979,"University of Michigan Law School, J.D.",,,,,,Second
"Columbia College, A.B.",,,Katzmann, Robert A.,,"Katzmann, Robert A.",1973,"Harvard University, A.M.",1976,"Harvard University, Ph.D.",1978,"Yale Law School, J.D.",1980,,,Second
"Yale College, B.A.",,,Parker, Barrington Daniels, Jr.,"Parker, Barrington Daniels, Jr.",1965,"Yale Law School, LL.B.",1969,"Harvard University, Ph.D.",,,,,,Second
"Wellesley College, B.A.",,,Raggi, Reena,,"Raggi, Reena",1973,"Harvard Law School, J.D.",1976,"Harvard University, Ph.D.",,,,,,Second
"State University of New York at Albany, B.A.",,,Wesley, Richard C.,,"Wesley, Richard C.",1971,"Cornell Law School, J.D.",1974,"Harvard University, Ph.D.",,,,,,Second
"University of North Carolina, B.A.",,,Hall, Peter W.,,"Hall, Peter W.",1971,"University of North Carolina, M.A.",1974,"Cornell Law School, J.D.",1977,,,,,Second
"Princeton University, B.A.",,,Livingston, Debra Ann,,"Livingston, Debra Ann",1980,"Harvard Law School, J.D.",1984,"Cornell Law School, J.D.",,,,,,Second
"Columbia College, B.A.",,,Lynch, Gerard E.,,"Lynch, Gerard E.",1972,"Columbia Law School, J.D.",1975,"Cornell Law School, J.D.",,,,,,Second
"Princeton University, B.A.",,,Chin, Denny,,"Chin, Denny",1975,"Fordham University School of Law, J.D.",1978,"Cornell Law School, J.D.",,,,,,Second
"Harvard College, A.B.",,,Lohier, Raymond Joseph, Jr.,"Lohier, Raymond Joseph, Jr.",1988,"New York University School of Law, J.D.",1991,"Cornell Law School, J.D.",,,,,,Second
"Harvard University, A.B.",,,Carney, Susan Laura,,"Carney, Susan Laura",1973,"Harvard Law School, J.D.",1977,"Cornell Law School, J.D.",,,,,,Second
"College of the Holy Cross, B.A.",,,Droney, Christopher Fitzgerald,,"Droney, Christopher Fitzgerald",1976,"University of Connecticut School of Law, J.D.",1979,"Cornell Law School, J.D.",,,,,,Second
"College of William and Mary, B.A.",,,Sullivan, Richard Joseph,,"Sullivan, Richard Joseph",1986,"Yale Law School, J.D.",1990,"Cornell Law School, J.D.",,,,,,Second
"Georgetown University, B.A.",,,Bianco, Joseph Frank,,"Bianco, Joseph Frank",1988,"Columbia Law School, J.D.",1991,"Seminary of the Immaculate Conception, M.A.",2013,,,,,Second
"Princeton University, A.B.",,,Park, Michael Hun,,"Park, Michael Hun",1998,"Yale Law School, J.D.",2001,"Seminary of the Immaculate Conception, M.A.",,,,,,Second
"Georgetown University, A.B.",,,Nardini, William Joseph,,"Nardini, William Joseph",1990,"Yale Law School, J.D.",1994,"European University Institute, LL.M.",1998,,,,,Second
"Dartmouth College, A.B.",,,Menashi, Steven James,,"Menashi, Steven James",2001,"Stanford Law School, J.D.",2008,"European University Institute, LL.M.",,,,,,Second
"Ohio State University, B.A.",,,Lee, Eunice Cheryl,,"Lee, Eunice Cheryl",1993,"Yale Law School, J.D.",1996,"European University Institute, LL.M.",,,,,,Second
"Dartmouth College, B.A.",,,Robinson, Beth,,"Robinson, Beth",1986,"University of Chicago Law School, J.D.",1989,"European University Institute, LL.M.",,,,,,Second
"Yale College, B.A.",,,Pérez, Myrna,,"Pérez, Myrna",1996,"Harvard University, Kennedy School of Government, M.P.P.",1998,"Columbia Law School, J.D.",2003,,,,,Second
"Washington College (now Washington and Jefferson College), B.A.",,,Acheson, Marcus Wilson,,"Acheson, Marcus Wilson",1845,Read law,1852,"Columbia Law School, J.D.",,,,,,Third
Read law,,,Dallas, George Mifflin,,"Dallas, George Mifflin",1859,Read law,,,,,,,,Third
Harvard Law School,"College of New Jersey (now Princeton University), A.B.",,Gray, George,,"Gray, George",1859,Read law,1863,"College of New Jersey (now Princeton University), A.M.",1863,,,,,Third
"Trinity College, Hartford, Connecticut, A.B.",,,Buffington, Joseph,,"Buffington, Joseph",1875,Read law,1878,"College of New Jersey (now Princeton University), A.M.",,,,,,Third
Read law,,,Lanning, William Mershon,,"Lanning, William Mershon",1880,Read law,,,,,,,,Third
"Yale College, A.B.",,,Archbald, Robert Wodrow,,"Archbald, Robert Wodrow",1871,Read law,1873,,,,,,,Third
"College of New Jersey (now Princeton University), A.B.",,,McPherson, John Bayard,,"McPherson, John Bayard",1866,"College of New Jersey (now Princeton University), A.M.",1869,Read law,1870,,,,,Third
Harvard Law School,"Delaware College (now University of Delaware), B.S.",,Woolley, Victor Baynard,,"Woolley, Victor Baynard",1885,Read law,1890,Read law,,,,,,Third
Princeton University,"New York Law School, LL.B.",,Haight, Thomas Griffith,,"Haight, Thomas Griffith",1900,Read law,,,,,,,,Third
"Bucknell University, B.A.",,,Davis, John Warren,,"Davis, John Warren",1896,"Crozer Theological Seminary, B.D.",1899,"University of Pennsylvania Law School (now Carey Law School), LL.B.",1906,,,,,Third
"University of Pennsylvania Law School (now Carey Law School), LL.B.",,,Thompson, Joseph Whitaker,,"Thompson, Joseph Whitaker",1887,"Crozer Theological Seminary, B.D.",,,,,,,,Third
"Princeton University, Litt.B.",,,Biggs, John, Jr.,"Biggs, John, Jr.",1918,"Harvard Law School, LL.B.",1922,,,,,,,Third
"Temple University School of Law (now James E. Beasley School of Law), LL.B.",,,Maris, Albert Branson,,"Maris, Albert Branson",1918,"Drexel Institute of Art, Science and Industry",1926,,,,,,,Third
"Harvard University, B.A.",,,Clark, William,,"Clark, William",1911,"Harvard University, M.A.",1912,"Harvard Law School, LL.B.",1915,,,,,Third
"Harvard University, B.A.",,,Biddle, Francis,,"Biddle, Francis",1909,"Harvard Law School, LL.B.",1911,"Harvard Law School, LL.B.",,,,,,Third
"Dickinson School of Law (now Penn State Dickinson Law), LL.B.",,,Jones, Charles Alvin,,"Jones, Charles Alvin",,,,,,,,,,Third
"Carleton College, A.B.",,,Goodrich, Herbert Funk,,"Goodrich, Herbert Funk",1911,"Harvard Law School, LL.B.",1914,,,,,,,Third
"Fordham College, A.B.",,,McLaughlin, Gerald,,"McLaughlin, Gerald",1914,"Fordham University School of Law, LL.B.",1917,,,,,,,Third
"Duquesne University, B.S.",,,O'Connell, John Joseph,,"O'Connell, John Joseph",1928,"Duquesne University School of Law, LL.B.",1931,,,,,,,Third
"University of Pennsylvania Law School (now Carey Law School), LL.B.",,,Kalodner, Harry Ellis,,"Kalodner, Harry Ellis",1917,"Duquesne University School of Law, LL.B.",,,,,,,,Third
"Amherst College, A.B.",,,Hastie, William Henry,,"Hastie, William Henry",1925,"Harvard Law School, LL.B.",1930,"Harvard Law School, S.J.D.",1933,,,,,Third
"Duquesne University School of Law, LL.B.",,,Staley, Austin Leander,,"Staley, Austin Leander",1928,"Harvard Law School, LL.B.",,,,,,,,Third
"Temple University School of Law (now James E. Beasley School of Law), LL.B.",,,Forman, Phillip,,"Forman, Phillip",1919,"Harvard Law School, LL.B.",,,,,,,,Third
"Lehigh University, LL.B.",,,Ganey, James Cullen,,"Ganey, James Cullen",1920,"Harvard Law School, LL.B.",1923,,,,,,,Third
"Columbia University, Ph.G.",,,Smith, William Francis,,"Smith, William Francis",1922,"New Jersey Law School (now Rutgers School of Law -- Newark), LL.B.",1929,,,,,,,Third
"Temple University School of Law (now James E. Beasley School of Law), LL.B.",,,Freedman, Abraham Lincoln,,"Freedman, Abraham Lincoln",1926,"New Jersey Law School (now Rutgers School of Law -- Newark), LL.B.",,,,,,,,Third
"University of Delaware, A.B.",,,Seitz, Collins Jacques,,"Seitz, Collins Jacques",1937,"University of Virginia School of Law, LL.B.",1940,,,,,,,Third
"Princeton University, A.B.",,,Van Dusen, Francis Lund,,"Van Dusen, Francis Lund",1934,"Harvard Law School, LL.B.",1937,,,,,,,Third
"University of Pittsburgh, B.A.",,,Aldisert, Ruggero John,,"Aldisert, Ruggero John",1941,"University of Pittsburgh School of Law, J.D.",1947,,,,,,,Third
"University of Pittsburgh, A.B.",,,Stahl, David Henry,,"Stahl, David Henry",1942,"University of Pittsburgh School of Law, LL.B.",1949,,,,,,,Third
"Temple University, B.S.",,,Adams, Arlin Marvin,,"Adams, Arlin Marvin",1941,"University of Pennsylvania Law School (now Carey Law School), LL.B.",1947,"Temple University, M.A.",1950,,,,,Third
"College of the Holy Cross, B.S.",,,Gibbons, John Joseph,,"Gibbons, John Joseph",1947,"Harvard Law School, LL.B.",1950,"Temple University, M.A.",,,,,,Third
"Cornell University, B.A.",,,Rosenn, Max,,"Rosenn, Max",1929,"University of Pennsylvania Law School (now Carey Law School), LL.B.",1932,"Temple University, M.A.",,,,,,Third
"New Jersey Law School (now Rutgers School of Law -- Newark), LL.B.",,,Rosen, James,,"Rosen, James",1930,"University of Pennsylvania Law School (now Carey Law School), LL.B.",,,,,,,,Third
"Temple University, B.A.",,,Hunter, James III,,"Hunter, James III",1936,"University of Pennsylvania Law School (now Carey Law School), LL.B.",1939,,,,,,,Third
"Duquesne University, B.A.",,,Weis, Joseph Francis, Jr.,"Weis, Joseph Francis, Jr.",1947,"University of Pittsburgh School of Law, J.D.",1950,,,,,,,Third
"Columbia University, B.A.",,,Garth, Leonard I.,,"Garth, Leonard I.",1942,"Harvard Law School, LL.B.",1952,,,,,,,Third
"Antioch College, B.A.",,,Higginbotham, Aloyisus Leon, Jr.,"Higginbotham, Aloyisus Leon, Jr.",1949,"Yale Law School, LL.B.",1952,,,,,,,Third
"Temple University, A.B.",,,Sloviter, Dolores Korman,,"Sloviter, Dolores Korman",1953,"University of Pennsylvania Law School (now Carey Law School), LL.B.",1956,,,,,,,Third
"University of Pennsylvania, B.A.",,,Becker, Edward Roy,,"Becker, Edward Roy",1954,"Yale Law School, LL.B.",1957,,,,,,,Third
"Duquesne University, B.A.",,,Mansmann, Carol Los,,"Mansmann, Carol Los",1964,"Duquesne University School of Law, J.D.",1967,,,,,,,Third
"Princeton University, A.B.",,,Stapleton, Walter King,,"Stapleton, Walter King",1956,"Harvard Law School, LL.B.",1959,"University of Virginia School of Law, LL.M.",1984,,,,,Third
"University of Pennsylvania, B.A.",,,Greenberg, Morton Ira,,"Greenberg, Morton Ira",1954,"Yale Law School, LL.B.",1957,"University of Virginia School of Law, LL.M.",,,,,,Third
"Wesleyan University, B.A.",,,Scirica, Anthony Joseph,,"Scirica, Anthony Joseph",1962,"University of Michigan Law School, J.D.",1965,"University of Virginia School of Law, LL.M.",,,,,,Third
"Moravian College, B.A.",,,Hutchinson, William D.,,"Hutchinson, William D.",1954,"Harvard Law School, J.D.",1957,"University of Virginia School of Law, LL.M.",,,,,,Third
"Drake University, B.S.",,,Cowen, Robert E.,,"Cowen, Robert E.",1952,"Rutgers School of Law -- Newark, LL.B.",1958,"University of Virginia School of Law, LL.M.",,,,,,Third
"University of Southern California, B.S.",,,Nygaard, Richard Lowell,,"Nygaard, Richard Lowell",1969,"University of Michigan Law School, J.D.",1971,"University of Virginia School of Law, LL.M.",,,,,,Third
"Princeton University, A.B.",,,Alito, Samuel A., Jr.,"Alito, Samuel A., Jr.",1972,"Yale Law School, J.D.",1975,"University of Virginia School of Law, LL.M.",,,,,,Third
"Smith College, B.A.",,,Roth, Jane Richards,,"Roth, Jane Richards",1956,"Harvard Law School, LL.B.",1965,"University of Virginia School of Law, LL.M.",,,,,,Third
"Tufts University, B.A.",,,Lewis, Timothy K.,,"Lewis, Timothy K.",1976,"Duquesne University School of Law, J.D.",1980,"University of Virginia School of Law, LL.M.",,,,,,Third
"State University of New York at Cortland, B.A.",,,McKee, Theodore Alexander,,"McKee, Theodore Alexander",1969,"Syracuse University College of Law, J.D.",1975,"University of Virginia School of Law, LL.M.",,,,,,Third
"Dartmouth College, A.B.",,,Sarokin, H. Lee,,"Sarokin, H. Lee",1950,"Harvard Law School, LL.B.",1953,"University of Virginia School of Law, LL.M.",,,,,,Third
"University of Pennsylvania, B.A.",,,Rendell, Marjorie O.,,"Rendell, Marjorie O.",1969,"Villanova University School of Law, J.D.",1973,"University of Virginia School of Law, LL.M.",,,,,,Third
"Mount Holyoke College, B.A.",,,Barry, Maryanne Trump,,"Barry, Maryanne Trump",1958,"Columbia University, M.A.",1962,"Hofstra University School of Law, J.D.",1974,,,,,Third
"Georgetown University, B.A.",,,Ambro, Thomas L.,,"Ambro, Thomas L.",1971,"Georgetown University Law Center, J.D.",1975,"Hofstra University School of Law, J.D.",,,,,,Third
